,Fecha_Publicación,Titulo,viewCount,likeCount,dislikeCount,commentCount,Duración_segs,Tags,Descripcion,videoID,Edicion
48,2017-03-22,Una moto eléctrica que vas a desear | Guillermo Gebhart | TEDxRosario,55546,1374,45,147,447,"['TEDxTalks', 'Spanish', 'Argentina', 'Technology', 'Alternative energy', 'Climate Change', 'Electricity', 'Energy', 'Engineering', 'Entrepreneurship', 'Future', 'Green', 'Industrial design', 'Innovation', 'Interface design', 'Invention', 'Investment', 'Mobility', 'Product design', 'Start-up', 'Sustainability', 'Transportation']","Los vehículos eléctricos están haciendo mucho ruido en el mundo. Y ¿dónde estamos nosotros como país en este panorama? Guillermo nos viene a contar de su sueño de poner a Entre Ríos en el plano mundial de la movilidad eléctrica con su hermosa moto de alto desempeño. 

Fundador de Voltu y docente de Robótica en la Facultad de Ingeniería de la Universidad Nacional de Entre Ríos.
Es Bioingeniero y en camino a doctorarse en Ingeniería. Ganó premios por sus trabajos en Interfaces Cerebro Computadora y Robótica.
Desde chico tuvo múltiples trabajos en todas las áreas. Desde sereno hasta CEO de su propia empresa.
En los últimos años se dedicó a fundar una compañía desde la nada. Invirtiendo, consiguiendo inversionistas y socios, desarrollando tecnología de vanguardia, gestionando un equipo multidisciplinario y asegurando resultados con los mínimos recursos posibles.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",M77Ef7WXHmk,TEDxRosario 2016: Pecados Capitales - 19/11/2016
49,2017-04-07,Sexualidad vs genitalidad: Amar a cuerpo entero | Mirta Guelman | TEDxRosario,72402,1006,64,35,693,"['TEDxTalks', 'Spanish', 'Argentina', 'Humanities', 'Behavior', 'Behavorial economics', 'Body', 'Body language', 'Childhood', 'Children', 'Cognitive science', 'Connection', 'Culture', 'Depression', 'Early education', 'Education', 'Education reform', 'Emotions', 'Evolution', 'Friendship', 'Gender', 'Health', 'Life Development', 'Love', 'Men', 'Personal education', 'Personal growth', 'Psychology', 'Relationships', 'Romance', 'Sex', 'Social Change']","En la era de las relaciones fugaces y digitales, cuando todos los estímulos conspiran para que nos inunden los deseos y las necesidades, Mirta nos invita a descubrir que nuestro cerebro da para mucho más a la hora de amar. 

Mirta es pediatra y lleva 50 años lidiando con padres, docentes, políticos, legisladores, jueces, médicos, psicopedagogos y sobretodo supuestos ex-pertos y académicos, para defender a quienes están creciendo e intentan ser humanos enteros.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",Xc1asyb1wpk,TEDxRosario 2016: Pecados Capitales - 19/11/2016
50,2017-04-07,Cuando lo saludable no te deja vivir | Juana Poulisis | TEDxRosario,44970,960,63,91,554,"['TEDxTalks', 'Spanish', 'Argentina', 'Health', 'Behavior', 'Body', 'Brain', 'Culture', 'Depression', 'Food', 'Illness', 'Life', 'Life Hack', 'Mental health', 'Neurology', 'Nutrition', 'Obesity', 'Self-help']","Todos somos propensos a algún vicio. Pero ¿qué pasa cuando este vicio nace como algo saludable, bajamos nuestras defensas y se convierte en un exceso? Juana nos introduce al mundo de la ortorexia, o la obsesión patológica por comer ""saludablemente"". 

Médica psiquiatra, Magister en Psicofarmacología, presidente del capítulo Internacional Fundación IAEDP, docente y conferencista.
Su primer trabajo fue en el área de los trastornos de la conducta alimentaria, el cual ayudó a erradicar de su vida la palabra dieta, comenzando el significado de su ser profesional.
Luego de especializarse en el exterior, continuó con su trabajo ayudando a los adolescentes a encontrar valores más allá de la estética y la dieta.
Le apasiona el funcionamiento del cerebro, entender el por qué comemos y por qué no, por qué nos gusta el chocolate y no tanto el apio y cómo un paciente puede llegar a rechazar los alimentos hasta el punto de la desnutrición y muerte.
Cree que debemos cooperar con la salud, a ello le ha dedicado su formación, las clases, las conferencias y hasta un libro, siendo este el camino, en que Juana procura ir por la vida.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",zQz6Oxc9avo,TEDxRosario 2016: Pecados Capitales - 19/11/2016
51,2017-10-03,Cómo Broadway me ayudó a reencontrarme | Josefina Scaglione | TEDxRosario,7682,186,1,4,871,"['TEDxTalks', 'Spanish', 'Life', 'Achievement', 'Art', 'Arts education', 'Career', 'Decision making', 'Emotions', 'Entertainment', 'Exposure', 'Fear', 'Happiness', 'Identity', 'Life Development', 'Passion', 'Song']","Entre arias y canciones pop, Josefina nos enfatiza la importancia de no perder de vista la propia esencia, aun en los momentos donde uno parecería tocar el cielo con las manos.  Josefina es cantante, actriz y cantautora. Es una artista en expansión con una incesante búsqueda de la honestidad expresiva.

Conocida principalmente por ser la primera argentina en Broadway y su magnífica interpretación de “Maria” en West Side Story que le valió una Nominación a los Premios TONY. También distinguida con los Premios Theater World Award y Outer Critics Circle of New York y un Grammy Award al Mejor Cast Album.

Josefina ha pisado escenarios nacionales e internacionales, pasando también por la TV y el Cine. Actualmente, da a conocer su faceta como cantautora en su proyecto musical PsicoPicnic. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",Z-yZogLNRB8,TEDxRosario 2016: Pecados Capitales - 19/11/2016
52,2017-04-07,"Vidas cruzadas, vidas salvadas | Ariel Kaplan | TEDxRosario",1382,13,5,0,461,"['TEDxTalks', 'Spanish', 'Argentina', 'Health', 'Big Data', 'Big problems', 'Cooperation', 'Illness', 'Initiative', 'Law', 'Public health', 'Social Change', 'Society', 'Surgery']","Ariel nos llama la atención sobre una propuesta tan importante como urgente: La donación cruzada de órganos. Alternativa a la donación cadavérica que puede salvar miles de vidas de argentinos y que debemos comenzar a discutir. 

“Resilience personality”, término que escuchó por primera vez en una evaluación de desempeño 10 años atrás en una empresa multinacional para la que trabajó. Sin entenderlo en su momento, al procesarlo con el tiempo, se dió cuenta que puede ser un adjetivo o atributo obtuso, derivado de una herencia de fuertes mandatos familiares, que confluyeron en una querida neurosis obsesiva o bien de una gran pasión por hacer las cosas.
Siempre se quiso convencer de la segunda opción.

Cualquiera sea el caso, hasta aquí por ahora lo trajo la vida, con su hermosa y queridísima hija y una esposa invalorable. Orgulloso egresado del Colegio Superior de Comercio, de la Facultad de Ciencias Económicas de la UNR y de una Maestría en Finanzas del Cema.

Actualmente COO para LATAM de una empresa multinacional de salud.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",LlJLvAZC8UE,TEDxRosario 2016: Pecados Capitales - 19/11/2016
53,2017-05-11,"Crowdjury, la justicia del futuro | Federico Ast | TEDxRosario",3151,65,4,2,633,"['TEDxTalks', 'Spanish', 'Argentina', 'Technology', 'Big problems', 'Computers', 'Crime', 'Entrepreneurship', 'Future', 'Global issues', 'Globalization', 'Goal-setting', 'History', 'Innovation', 'Internet', 'Law', 'Open-source', 'Social Change', 'Social Entrepreneurship', 'Social Interaction', 'Social Justice', 'Start-up']","¿El sistema judicial es obsoleto? Federico nos cuenta cómo se resolvían los conflictos legales en la antigüedad y cuales son las dificultades que surgen en la actualidad que no se pueden resolver con la justicia tal como la conocemos. 

Federico es graduado en economía y en filosofía por la Universidad de Buenos Aires.

Es emprendedor en tecnología.

Es candidato a Doctor en Dirección de Empresas en IAE Business School.

Estudia fenómenos de innovación disruptiva, inteligencia colectiva, crowdsourcing, bitcoin y las tecnologías p2p.
Escribe habitualmente sobre innovación en medios como Clarín y Globo.
Es profesor de creación de empresas en UCEMA y consultor en negocios digitales e innovación.

Es fundador y CEO de Crowdjury, el primer sistema de justicia para la era de Internet.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",WLaRGv4nPE4,TEDxRosario 2016: Pecados Capitales - 19/11/2016
54,2017-05-11,"Una criptomoneda ""Made in Argentina"" | Martin Repetto | TEDxRosario",15479,364,13,39,661,"['TEDxTalks', 'Spanish', 'Argentina', 'Technology', 'Behavorial economics', 'Big problems', 'Bitcoin', 'Coding', 'Computers', 'Cyber', 'Digital', 'Economics', 'Entrepreneurship', 'Finance', 'Games', 'Global issues', 'Globalization', 'Hack', 'Internet', 'Investment', 'Money', 'Progress', 'Society']","Martin nos cuenta sobre una de las tecnologías más revolucionarias de las últimas décadas, el Blockchain, y como él la viene aplicando desde hace unos años en Argentina. 

Pionero en la industria de los videojuegos en Argentina, Martín comenzó a emprender en el área del software apenas terminó el colegio. Estudió Ingeniería en Sistemas de Información, pero nunca fue a buscar el título: lo suyo era laburar. Desde entonces, se ha dedicado durante los últimos 20 años a desarrollar productos destinados al e-commerce, videojuegos y aplicaciones móviles.

Luego de liderar numerosos Start-ups y empresas de juegos de clase mundial, Martín se encuentra desde finales del 2014 desarrollando un nuevo Start-Up llamado Voxelus, un software de avanzada que apunta a ser un YouTube para Realidad Virtual. En el 2015 Martín lanzó The Voxel, una moneda virtual para la plataforma Voxelus. Al día de hoy, The Voxel es la moneda con más valor de mercado de toda Latinoamérica.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",FjbA8RtfvFY,TEDxRosario 2016: Pecados Capitales - 19/11/2016
55,2017-09-13,Paisajes mentales al compás del piano | Gina Valenti | TEDxRosario,1391,14,2,0,694,"['TEDxTalks', 'Spanish', 'Art', 'Brain', 'Music (performance)', 'Music (topic)', 'Passion', 'Technology', 'Women']","Gina nos deleita con sus acordes de piano mientras nos invita a espiar como su cerebro reacciona a lo que vamos escuchando. 
Diseñador del arte del casco: Wei-Peng Kuo;
Chelista: Ximena Di Marco Licenciada en Bellas Artes, docente y creadora y directora del 404 Festival Internacional de Arte y Tecnología. Pianista y compositora, ha realizado conciertos en Inglaterra, Austria, Bélgica, Taiwán, Rusia e Italia. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",CJtrg2jK9qM,TEDxRosario 2016: Pecados Capitales - 19/11/2016
56,2016-11-17,TEDxRosario 2016: Tercer bloque,419,2,0,0,385,"['360video', '#360video', 'tedx', 'tedxrosario', 'tedxrosario2016', 'pecados capitales', 'argentina', 'rosario']","INSTRUCCIONES:
Cada bloque de TEDxRosario tendrá un link distinto para verlo en 360 VR. 
Puedes usar tu dedo (en smartphone) o el ratón (en pc) para girar la vista. Para verlo en VR, toca el ícono de Cardboard. Notarás que la pantalla se divide en dos pantallas más pequeñas
Pon tu teléfono dentro de Cardboard
Mueve tu cabeza hacia los lados para ver el video en 360 grados                        
En las opciones del video puedes modificar la calidad del mismo.

Primer Bloque (16 hs): https://www.youtube.com/watch?v=NXyrkjinHUg&list=PLxdOhCQkXGGGW5iJJwOXxHmVdi95rkbYH

Segundo Bloque (18:30 hs): https://www.youtube.com/watch?v=pIcE97at2kE&index=2&list=PLxdOhCQkXGGGW5iJJwOXxHmVdi95rkbYH

Tercer Bloque (21 hs): https://www.youtube.com/watch?v=xHmbaO3SEqE&index=3&list=PLxdOhCQkXGGGW5iJJwOXxHmVdi95rkbYH

Streaming Tradicional : http://www.tedxrosario.com.ar

Lista de oradores: http://tedxrosario.com.ar/oradores/",xHmbaO3SEqE,TEDxRosario 2016 VR
57,2016-02-29,Saltando la brecha: El camino de mi hijo para encontrar su voz | Sheila Graschinsky | TEDxRosario,11942,137,2,7,1054,"['TEDxTalks', 'Spanish', 'Argentina', 'Humanities', 'Achievement', 'Behavior', 'Body', 'Business', 'Childhood', 'Children', 'Cognitive science', 'Computers', 'Connection', 'Disability', 'Early education', 'Empathy', 'Family', 'Grit', 'Hack', 'Health', 'Illness', 'Learning', 'Life Development', 'Love', 'Relationships', 'Self improvement', 'Sight', 'Struggle', 'Technology', 'Toy', 'Women in business']","Cientos de trabajos científicos aseguran que el conocimiento es poder y que, por eso, los hombres naturalmente no desean compartirlo. Pero, ¿qué pasa entonces cuándo familias que enfrentan un mismo desafío, se juntan para ayudarse unas a otras? ¿Cuál es la fuerza que las impulsa a compartir lo que saben?

En esta charla, Sheila nos enseña cuál es la una única herramienta que puede achicar la brecha del conocimiento, mientras derrumba todos los prejuicios que rodean lo que sabemos sobre la Encefalopatía Crónica No Evolutiva. Multipliquemos las voces.

Fundadora y presidente de GECENYM, consultora en Gestión del Conocimiento.

Licenciada en Comunicación Social con un Master en Knowledge Management de la Canberra University, Australia, Sheila ha trabajado más de 10 años en el área de Gestión del Conocimiento, asesorando al mundo corporativo sobre las formas de optimizar el conocimiento de la organización.

Mamá de tres varones, creó la Fundación para la Gestión del Conocimiento en Enfermedades Neurológicas y Motrices (GECENYM), al descubrir que todo el trabajo como consultora en su área de expertise podía ser aplicado para ayudar a otros que tuvieran que lidiar -como ella- con las burocracias del mundo de la discapacidad.

Autora del paper: ""Gestión del Conocimiento: Ordenar o Desordenar"", actualmente reparte sus horas como presidente de la GECENYM, mientras continúa sus trabajos de consultoría externa en el campo del KM.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",9I1TsEOIK8Y,TEDxRosario 2015: Concierto de ideas - 19/11/2015
58,2015-12-16,Matemática: del diccionario al Principito | Alejandro Kocsard | TEDxRosario,59269,880,35,22,991,"['TEDxTalks', 'Spanish', 'Argentina', 'Education', 'Early education', 'Education reform', 'Life', 'Math']","¿Qué querías ser cuando fueras grande? Astronauta, bombero, médico, futbolista… pero seguro que no soñaste con ser matemático.

En esta charla, Alejandro nos invita a destruir los prejuicios acerca de la más incomprendida de las disciplinas al mostrarnos las contradicciones que la rodean, mientras nos hace cuestionar nuestro propio sentido común y nos deja pensando: ¿No será que empezamos a leer el libro por el final?

Matemático, profesor, investigador.

Alejandro siempre soñó con viajar y conocer el mundo, pero sabía que con los deportes la iba a tener difícil. Entonces, cuando estaba en sexto grado, se enteró que las finales de las Olimpíadas Matemáticas podían ser en Buenos Aires, Córdoba o Mar del Plata; y que hasta había etapas internacionales. No lo dudó un segundo.

No era particularmente talentoso para las ciencias exactas, pero las consecuencias de esa decisión inocente lo terminaron llevando a recibirse de Licenciado en Matemática en la Universidad Nacional de Rosario y de Doctor en el Instituto Nacional de Matemática Pura e Aplicada de Río de Janeiro.

Carioca-rosarino o rosarino-carioca, vive hace 13 años en Río y es profesor de la Universidad Federal Fluminense e investigador del Consejo Nacional de Desenvolvimiento Científico y Tecnológico.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",lTYegDJDPt4,TEDxRosario 2015: Concierto de ideas - 19/11/2015
59,2016-01-18,Los primeros 1.000 días | Esteban Carmuega | TEDxRosario,20767,295,10,5,909,"['TEDxTalks', 'Spanish', 'Argentina', 'Health', 'Behavior', 'Body', 'Childhood', 'Children', 'Culture', 'Data', 'Early education', 'Family', 'Impact', 'Medicine', 'Women']","¿Cuán importantes son los primeros 1.000 días de nuestras vidas? ¿Cuánto de quienes seremos toma forma y se define en ese lapso en el que pasa tanto y del que no recordamos nada? Esteban revela con maestría la importancia de la nutrición en ese estadio crítico de nuestra formación y nos explica que velar por esos primeros 1.000 días es velar por la salud de toda la especie humana.

Pediatra, docente, conferencista, luchador, su enemigo: la desnutrición infantil.

Esteban no recuerda un solo día de su vida profesional que no haya dedicado a su lucha contra la desnutrición infantil. Médico pediatra, inició su camino combatiendo la desnutrición en el Hospital de Niños Ricardo Gutiérrez y luego en el Hospital Garrahan.

Si tuviera que definir a su enemigo, diría que es la barrera que impide que los chicos se conviertan en todo lo que podrían ser. Pero, sin olvidar que él mismo nació con bajo peso y tuvo anemia, también diría que no existen los estigmas definitivos y que todos los chicos son un libro lleno de oportunidades.

Por eso, hoy dirige el CESNI, una ONG dedicada a mejorar la nutrición en Argentina, mientras reparte su tiempo como docente, investigador, conferencista, consultor para el diseño de alimentos y políticas públicas y, por supuesto, pediatra.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",kcfiQQmsRQw,TEDxRosario 2015: Concierto de ideas - 19/11/2015
60,2016-07-25,"Suerte, habilidad, persistencia: Tres fases para llegar a tu destino | Martín Tibabuzo | TEDxRosario",3214,51,1,3,1123,"['TEDxTalks', 'Spanish', 'Argentina', 'Life', 'Advertising', 'Design', 'Fashion', 'Learning', 'Life Development', 'Personal education', 'Personal growth', 'Product design', 'Soccer', 'Sports', 'Work']","¿Cómo alcanzan las personas a cumplir con sus sueños? ¿Cuál es la receta para llegar al éxito? Es la pregunta que más nos hacemos y, sin embargo, nunca coincidimos en la respuesta. Martín tiene una teoría, la teoría de los 3/3: suerte, habilidad, persistencia. Tres fases, tres factores, tres planes por si algo falla.

Diseñador gráfico, docente y director de arte, Martín nos cuenta en estos 18 minutos cómo sus tropiezos y contramarchas lo llevaron a cumplir con su sueño de diseñar la camiseta de la Selección Argentina y nos muestra que, en realidad, no existen recetas ni fallas, sino la firme voluntad de superar los desafíos.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",IjODpYMulLM,TEDxRosario 2015: Concierto de ideas - 19/11/2015
61,2015-12-29,"Observación, análisis y acción: la trilogía del desarrollo | Damián Silvero | TEDxRosario",2757,28,1,1,645,"['TEDxTalks', 'Spanish', 'Argentina', 'Life', 'Motivation', 'Personal education', 'Personal growth', 'Soccer']","Estudiar por obligación, trabajar por obligación... ¿y vivir cuándo? En esta charla, Damián nos cuenta por qué decidió un día dejar todo para ir en búsqueda de nuevas oportunidades. Y en el proceso, revela que su fórmula está al alcance de todos: sólo hace falta observar, analizar... y actuar.

Analista de sistemas informáticos, programador e implementador; hace más de 10 años que Damian analiza videos de jugadas propias y rivales en distintos equipos alrededor del mundo. Dice que intenta mezclar placer con el trabajo, dice también que es libre de hacerlo, dice que, el día que se canse, buscará una nueva forma de lograrlo.

Cuando estudiaba en la secundaria, Damián pensaba que no quería estudiar computación. Dos años después, las computadoras se habían convertido en su medio de vida y en un punto de quiebre y cambio en su forma de analizar la realidad.

Analista de sistemas informáticos, programador e implementador; un día decidió, casi como un hobby, empezar a filmar los partidos de las inferiores. Así, fue involucrándose cada vez más en el mundo del fútbol y hoy, hace 10 años, que analiza videos de jugadas propias y rivales en distintos equipos.

Dice que intenta mezclar placer con el trabajo, dice también que es libre de hacerlo, dice que, el día que se canse, buscará una nueva forma de lograrlo.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",hR1bOSdsQ2w,TEDxRosario 2015: Concierto de ideas - 19/11/2015
62,2016-03-16,¿Cómo salvar a una princesa y no morir en el intento? | L. Crespo e I. Puccini | TEDxRosario,1358,23,0,0,423,"['TEDxTalks', 'Spanish', 'Argentina', 'Technology', 'Coding', 'Computers', 'Cooperation', 'Development', 'Digital', 'Entertainment', 'Games', 'Multimedia', 'Play', 'Social Interaction', 'Software', 'Video Games']","Un plomero italiano que busca salvar a una princesa secuestrada por una tortuga, un cerrajero francés que intenta vencer a un dragón. En los videojuegos, lo impensado cobra vida y encima tiene sentido. Pero en la vida real, las personas necesitan de la ayuda de otros para lograr sus objetivos.

En esta divertida charla, Ignacio y Lisandro, dos desarrolladores de videojuegos de la ciudad de Rosario, nos muestran la importancia que tienen las comunidades a la hora de compartir y desarrollarse. Y lo explican haciendo lo que mejor saben: jugando.

Lisandro Crespo
Programador, desarrollador de videojuegos y diseñador web. Es estudiante de Ciencias de la Computación en la Universidad Nacional de Rosario. En 2015, gracias a su trabajo en el proyecto Mobile Warfare, ganó una beca otorgada por Gamester para asistir a la prestigiosa conferencia de desarrollo de videojuegos GDC (Game Developers Conference) en San Francisco. Hoy, continúa su trabajo como desarrollador de videojuegos independientes y trabaja para una empresa rosarina de videojuegos.

Ignacio Puccini
Programador, diseñador de videojuegos, cofundador de Rosario GameDevs, la comunidad de desarrolladores de videojuegos más grande del interior. Es Técnico en Programación y Diseño de Videojuegos por la UNL. Desarrollador de juegos independientes como Colourless, ha trabajado también para grandes marcas en la realización de advergames. Actualmente se encuentra además inmerso en un nuevo proyecto propio llamado umbral.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",wO14xN4K9q8,TEDxRosario 2015: Concierto de ideas - 19/11/2015
63,2016-02-15,La música es mi Wi-Fi | Evelina Sanzo | TEDxRosario,6570,113,25,10,792,"['TEDxTalks', 'Spanish', 'Argentina', 'Entertainment', 'Life', 'Media', 'Motivation', 'Music (performance)', 'Positive Thinking']","""No puedo"", ""no sé"". Parecería que estamos programados para dudar de nosotros mismos; para que todo sea como nos dijeron que tenía que ser. Eso también le pasaba a Evelina, hasta que se animó a confiar en el poder de su música y de sus propias palabras.

En esta charla, nos empuja a conectarnos con lo que realmente amamos, porque es la única forma de crear realidades que resuenen cuando ya no estemos. Ella saltó, y la red apareció... y ahora está más conectada que nunca.

Cantante, guitarrista y compositora de la ciudad de Rosario.

Artista de naturaleza autodidacta, Evelina empezó a cantar a los 8 años, a los 15 años formó su primera banda y a los 18 participó en “Operación Triunfo”, lo que la llevó a recorrer los teatros más importantes del país.

Egresada de la Orquesta Escuela de Tango de Rosario, compartió escenario con artistas tan diversos como Rodolfo “Cholo” Montironi, Diego Frenkel o Vicentico. Especialista en combinar estilos distintos, su primer disco, “Curandera”, mezcló el jazz, el reggae, el rock, el blues, el pop, el tango, el swing, el candombe y algún otro género que nos estemos olvidando.

Actualmente, continúa inspirándonos con sus presentaciones como solista, acompañada por su banda “Evelina Sanzo & The Búhos”, o con el grupo de tango Quintegaseto; mientras trabaja en la edición de su segundo disco.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",eoOfis3YXXg,TEDxRosario 2015: Concierto de ideas - 19/11/2015
64,2016-06-29,La deuda de sueño | Claudio Aldaz | TEDxRosario,4773,83,3,1,966,"['TEDxTalks', 'Spanish', 'Argentina', 'Health', '3D Technology', 'Behavior', 'Body', 'Brain', 'Culture', 'Dreams', 'Medicine', 'Mental health', 'Psychology', 'Public health', 'Research', 'Science']","¿Cuántas horas necesita el cuerpo humano para descansar? 8 ¿Y cuántas horas dormimos todos los días? 6, 7, 5… El sueño es lo primero que sacrificamos a la hora de ganar tiempo y es lo primero que se ve afectado cuando algo nos estresa, pero ¿somos realmente conscientes de las consecuencias que acarreamos por romper ese equilibrio?

En esta charla, el Dr. del Sueño nos cuenta sobre la existencia de una deuda impagable y nos llama a darnos cuenta del precio que pagamos, nosotros y nuestro entorno, cuando quebramos la armonía entre el día y noche.

Neurólogo y docente universitario, Claudio Aldaz es presidente de la Asociación Argentina de Medicina del Sueño y se dedica, desde el año 1987, a ayudar a que todos los rosarinos y rosarinas puedan dormir, torrar y descansar. ¡Dulces sueños!

El señor del sueño, el tipo del sueño, el doctor del sueño, el que hace sueño, el devorador de sueños. Neurólogo desde el año 1987 se dedica a ayudar, en Rosario, su ciudad natal, a que todos puedan dormir, torrar, descansar, roncar, planchar o meter una buena siesta reparadora. Especialidad rara si las hay. Le dijeron “Nunca vas a poder vivir de esto”, pero si algo sabía era soñar. Así fue como logró estudiar y trabajar un año en la ciudad francesa de Montpellier para luego volver a Rosario, y fundar la primera clínica de Trastornos del Sueño en el interior del país. 

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",5HiEqAlnzEI,TEDxRosario 2015: Concierto de ideas - 19/11/2015
65,2015-10-28,Mujeres ideales | Francisco Chaves | TEDxRosarioWomen,177254,2882,134,132,741,"['TEDxTalks', 'Spanish', 'Argentina', 'Humanities', 'Empathy', 'Global issues', 'Inequality', 'Life', 'Social Change', 'Women', 'Women in business', ""Women's Rights""]","Cada vez es mas normal sacarnos las dudas chequeando en Internet.
La búsqueda de ""mujeres ideales"" o ""mujeres bellas"" arroja practicamente los mismos resultados. En esta charla, Francisco busca cambiar la perspectiva para analizar el tema: ""¿Qué significa ser una mujer ideal?"" 

Se define a sí mismo como explorador serial, y le apasiona acompañar a personas en procesos de Desarrollo personal (Mental y emocional). Comparte su visión del mundo, que construye a medida que lo recorre viajando año tras año.
Trabajó en reconocidas empresas de diferentes industrias e interactuó con diferentes culturas en más de 30 países. Está formado en Ciencias económicas, certificado como Coach Internacional y Máster en Programación Neuro Linguistica.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",5GReG0fGRcQ,TEDxRosarioWomen 2015 - 28/05/2015
66,2015-10-28,Las mujeres que leen son peligrosas | Imelda Ferrero | TEDxRosarioWomen,20273,267,29,17,530,"['TEDxTalks', 'Spanish', 'Argentina', 'Humanities', 'History', 'Literature', 'Philosophy', 'Women']","¿Existe el país de las maravillas de Alicia? 
Cuando eramos niñas nos contaban cuentos, y así las palabras y las imágenes diseñaban un espacio mágico. El tiempo formulado en “Habia una vez...” nos abría las puertas para salir a jugar..
El deseo de cada una de nosotras y lo onírico (el mundo de nuestros sueños) se fusionan cuando leemos. Las letras nos desobedecen, nos apasionamos, esa lengua se vuelve “áspera” e incomoda a otros.
Las mujeres se vuelven cada vez más poderosas de lectura en lectura.
¿Que nos pasa cuando experimentamos la lectura? ¿que les pasó a tantas mujeres “que leían a lo largo de la historia”? ¿Como nos transforma? Cómo atravesamos puentes y vencemos prejuicios?
Imelda nos lleva de paseo por un camino lleno de los símbolos para que nos sumerjamos juntos un ratito, sin saber por dónde salimos.

Profesora en Letras. Dicta las Cátedras de Redacción y Semiótica en la Carrera de Publicidad de UAI en Rosario. Fundadora del Terciario Escuela Nacional de Títeres (hoy Escuela de Teatro). Dirigió su Taller de lectura, escritura y crítica 1974- 2013. Disertante en Trayecto de lectura en Biblioteca Estrada organizado por Municipalidad de Rosario en 2014. Doctorada de Carrera de Letras con Mención en Literatura, Facultadad de Humanidades y Artes de la UNR.

Su segunda lengua es francés, sus ancestros piamonteses, y fue fundadora de dos Escuelas Secundarias en Fighiera y J.B.Molina hace más de 40 años

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",E_YGjnUU09o,TEDxRosarioWomen 2015 - 28/05/2015
67,2015-08-11,Planchar y ver novelas | María Eugenia Torio | TEDxRosarioWomen,28211,501,34,23,1109,"['TEDxTalks', 'Spanish', 'Argentina', 'Life', 'Emotions', 'Family', 'Happiness', 'Life Development', 'Motivation', 'Science', 'Women']","¿Qué es el éxito en realidad? ¿Un título Universitario? ¿Una cuenta gorda en el banco? ¿Un matrimonio de muchos años? Quizás la riqueza verdadera se encuentre en la búsqueda constante de la felicidad, en las sonrisas de los que amamos y por qué no, en las novelas de las 3 de la tarde.

Licenciada en Física de la Facultad de Ciencias Exactas, Ingeniería y Agrimensura de la U.N.R. y Doctora en Física de la Facultad de Cs. Exactas, Ingeniería y Agrimensura de la Universidad Nacional de Rosario.

Realizó su post-doctorado en el Centro Atómico Bariloche.

Ingresó a la Carrera de Investigación Cientíífico y Tecnológico de CONICET en el año 2005, donde se desempeñó hasta el año 2011.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",v3lEDMSAYso,TEDxRosarioWomen 2015 - 28/05/2015
